mal_id,title,type,source,episodes,status,airing,aired_from,aired_to,duration,rating,score,scored_by,rank,popularity,members,favorites,season,year,studios,producers,licensors,genres,themes,demographics,synopsis
10378,Shinryaku!? Ika Musume,TV,Manga,12,Finished Airing,False,2011-09-27,2011-12-25,24 min per ep,PG-13 - Teens 13 or older,7.48,51962,2293,2292,106419,187,fall,2011,Diomedéa,TV Tokyo|Lantis|Pony Canyon|TV Tokyo Music,Sentai Filmworks,Comedy,Anthropomorphic,Shounen,"After regaining her squid-like abilities, Ika Musume plans to resume her self-appointed mission to destroy all of humanity. However, her carefree job as a waitress in the Lemon beach house meant she cannot help but laze around during her spare time! On top of that, she is saddled with many problems, such as being pursued by a group of alien-obsessed individuals and catching the interest of a crazy girl. 

Picking up after the conclusion of the first season, Shinryaku!? Ika Musume follows the hilarious life of Ika Musume as she plots her next invasion of the surface world.

[Written by MAL Rewrite]"
10379,Natsume Yuujinchou San,TV,Manga,13,Finished Airing,False,2011-07-05,2011-09-27,24 min per ep,PG-13 - Teens 13 or older,8.56,127089,130,1033,272271,1505,summer,2011,Brain's Base,Aniplex|Sakura Create,NIS America,Slice of Life|Supernatural,Iyashikei|Mythology,Shoujo,"Natsume Yuujinchou San follows Takashi Natsume, a boy who is able to see youkai. Natsume and his bodyguard Madara, nicknamed Nyanko-sensei, continue on their quest to release youkai from their contracts in the ""Book of Friends.""

Natsume comes to terms with his ability to see youkai and stops thinking of it as a curse. As he spends more time with his human and youkai friends, he realizes how much he values them both and decides he doesn't have to choose between the spirit and human worlds to be happy.

[Written by MAL Rewrite]"
10521,Working'!!,TV,4-koma manga,13,Finished Airing,False,2011-10-01,2011-12-24,24 min per ep,PG-13 - Teens 13 or older,7.81,169278,1159,974,288903,464,fall,2011,A-1 Pictures,Aniplex|Yomiuri Telecasting|Rakuonsha,NIS America,Comedy|Romance,Love Status Quo|Workplace,Seinen,"The exciting antics of Wagnaria return as more ridiculous incidents occur, friendships are deepened, and new feelings are discovered. In addition to Souta Takanashi and his wacky co-workers, more eccentric personalities join the family restaurant: Haruna, Hyougo Otoo's missing wife, who has a habit of getting hopelessly lost through the sewer system; Kirio Yamada, Aoi's older brother, who is able to withstand Mahiru Inami's deadly punches; and twins Youhei and Mitsuki Mashiba, Kyouko Shirafuji's juniors who do not get along.

Absurdity, romance, and hilarity are all on the menu for the Wagnaria family restaurant!

[Written by MAL Rewrite]"
10620,Mirai Nikki (TV),TV,Manga,26,Finished Airing,False,2011-10-09,2012-04-15,23 min per ep,R+ - Mild Nudity,7.38,1274747,2753,39,2134069,31253,fall,2011,asread.,Lantis|Kadokawa Shoten|Rakuonsha|KlockWorx|Dwango,Funimation,Action|Supernatural|Suspense,Gore|High Stakes Game|Psychological|Survival,Shounen,"Yukiteru Amano is a shy middle schooler who regularly keeps track of what he does in his daily life by writing down all of his activities on his phone—a digital diary. Despite having no friends at school, Yukiteru is frequently seen talking to his supposedly imaginary friends Deus Ex Machina, the god of time and space; and Deus' servant, Mur Mur.

One day, Yukiteru wakes up and discovers that certain events of his day are preemptively displayed on his cellphone. While initially dismissing it as a coincidence, he slowly realizes that the incidents written in his phone actually take place in the near future. After spending the day benefiting from this new asset, Yukiteru learns that his classmate Yuno Gasai possesses a similar diary.

As the two team up to defeat an odd pursuer and head back to their respective homes, Deus Ex Machina explains that they—alongside 10 other contestants—have been drawn into a survival game whose victor will become the deity's successor. With no other options"
10800,Chihayafuru,TV,Manga,25,Finished Airing,False,2011-10-05,2012-03-28,22 min per ep,PG-13 - Teens 13 or older,8.18,195159,472,522,495764,8413,fall,2011,Madhouse,VAP|Nippon Television Network,Sentai Filmworks,Drama|Romance|Sports,Love Polygon|School|Strategy Game,Josei,"As a child, Chihaya Ayase had only one dream: to see her elder sister Chitose become Japan's most successful model. However, upon defending her ostracised classmate Arata Wataya from his bully—Chihaya's childhood friend Taichi Mashima—she discovers the world of competitive karuta and soon becomes enamoured with the sport.

Based on the Ogura Hundred Poets anthology, this card game where poems are studied requires excellent memory, agility, and a tremendous endurance from the players. Full of hope, Chihaya joins the Shiranami Society together with the newly reconciled Arata and Taichi, embarking on an exciting journey for the title awarded to the top-ranked female player—Queen of Karuta.

Since middle school, Chihaya grew distant from a dispassionate Taichi and separated from Arata. However, in order to improve her skills, Chihaya decides to create a karuta club in her high school. With the help of Taichi, another veteran player, and a few spirited newcomers, Chihaya's new-founded Mizus"
10869,Scan2Go,TV,Original,52,Finished Airing,False,2010-08-09,2011-03-29,25 min per ep,G - All Ages,6.2,1784,9833,10310,3986,12,summer,2010,SynergySP,d-rights,Cookie Jar Entertainment,Sci-Fi,Racing|Space|Strategy Game,Kids,"Sometime in the near future, in an age in which we have established contact and communications with planets outside our galaxy, Scan2Go has become a huge phenomenon throughout all of outer space. Giant races are held at every locality, with each racer gunning for the title of the universe's number one racer!

The main character in the series, Kazuya, possesses the power of the eagle, performed well with his blazing, innate power commanding his falconine beast spirit. He competes in a tournament, the ""Pro-Racer Exhibition Race."", but was no match for the other teams that had won their way through the competitive Space Preliminaries.

Realizing the difficult obstacles that lie before them, Kazuya and his friends leave the small Earth behind and set off on a universe-wide quest to hone their skills as warriors!"
11013,Inu x Boku SS,TV,Manga,12,Finished Airing,False,2012-01-13,2012-03-30,24 min per ep,PG-13 - Teens 13 or older,7.36,244206,2838,481,527766,3296,winter,2012,David Production,Aniplex|Square Enix|Mainichi Broadcasting System|Movic,Sentai Filmworks,Comedy|Romance|Supernatural,Mythology,Shounen,"Ririchiyo Shirakiin is the sheltered daughter of a renowned family. With her petite build and wealthy status, Ririchiyo has been a protected and dependent girl her entire life, but now she has decided to change all that. However, there is just one problem—the young girl has a sharp tongue she can't control, and terrible communication skills.

With some help from a childhood friend, Ririchiyo takes up residence in Maison de Ayakashi, a secluded high-security apartment complex that, as the unsociable 15-year-old soon discovers, is home to a host of bizarre individuals. Furthermore, their quirky personalities are not the strangest things about them: each inhabitant of the Maison de Ayakashi, including Ririchiyo, is actually half-human, half-youkai.

But Ririchiyo's troubles have only just begun. As a requirement of staying in her new home, she must be accompanied by a Secret Service agent. Ririchiyo's new partner, Soushi Miketsukami, is handsome, quiet... but ridiculously clingy and creep"
11241,Brave 10,TV,Manga,12,Finished Airing,False,2012-01-08,2012-03-25,23 min per ep,R - 17+ (violence & profanity),6.74,72413,6482,1737,153601,262,winter,2012,TMS Entertainment,Media Factory|Studio Saki Makura|TMS Music,NIS America|Discotek Media,Action|Adventure,Historical|Samurai|Super Power,Seinen,"Isanami, a young priestess of Izumo, is forced to watch as a group of evil ninja burn her temple to the ground and slaughter the people within, leaving her no choice but to flee into the forest to escape the same fate. By chance, she stumbles upon Saizou Kirigakure, a masterless ninja from the Iga school. The two travel to Ueda Castle to ask Yukimura Sanada for help. Isanami's possession of a strange and devastating power is revealed, and Sanada readily agrees to help her, gathering ten brave warriors to Isanami's side.

Thus begins Brave 10, a story set in the Warring States period. It follows Saizou and Isanami's journey throughout the war-laden lands in search of brave warriors to serve under Yukimura's banner, each possessing powerful skills of their own. They'll have to travel far and wide, all while trying to fend off those who would chase after the dark power that she possesses to make it their own."
11499,Sankarea,TV,Manga,12,Finished Airing,False,2012-04-06,2012-06-29,24 min per ep,R+ - Mild Nudity,7.27,333043,3383,370,660603,2892,spring,2012,Studio Deen,Lantis|Pony Canyon|TBS|Kodansha|BS-TBS,Funimation,Comedy|Horror|Romance|Supernatural|Ecchi,Love Polygon,Shounen,"Ever since he was a child, zombie-obsessed Chihiro Furuya has wanted an undead girlfriend. Soon enough, his love for all things zombie comes in handy when his cat Baabu gets run over, prompting Chihiro to try to make a resurrection potion and bring him back to life. During his endeavor, he sees a rich girl named Rea Sanka yelling into an old well every day about her oppressive life. After meeting and bonding with her, Chihiro is convinced by Rea to persevere in saving Baabu. Eventually, he succeeds with the help of the poisonous hydrangea flowers from Rea's family garden.

Unaware of the potion's success and seeking to escape the burdens of her life, Rea drinks the resurrection potion, mistakenly thinking she will die. Though it doesn't kill her, the effects still linger and her death from a fatal accident causes her to be reborn as a zombie. With help from Chihiro, Rea strives to adjust to her new—albeit undead—life. 

For a boy wanting a zombie girlfriend, this situation would seem l"
11633,Blood Lad,TV,Manga,10,Finished Airing,False,2013-07-08,2013-09-09,24 min per ep,PG-13 - Teens 13 or older,7.23,376564,3612,323,725276,2125,summer,2013,Brain's Base,Kadokawa Shoten|KlockWorx|flying DOG,VIZ Media,Action|Comedy|Fantasy,Delinquents|Vampire,Seinen,"Staz Charlie Blood is a powerful vampire who rules the Eastern district of Demon World. According to rumors, he is a bloodthirsty and merciless monster, but in reality, Staz is just an otaku obsessed with Japanese culture and completely uninterested in human blood. Leaving the management of his territory to his underlings, Staz spends his days lazing around, indulging in anime, manga, and games.

When Fuyumi Yanagi, a Japanese girl, accidentally wanders through a portal leading into the demon world, Staz is overjoyed. But just as he is starting to feel an unusual attraction to her, his territory is attacked, resulting in Fuyumi's untimely death. She turns into a wandering ghost and the crestfallen Staz vows to resurrect her as this would mean being able to travel to the human world, something he has always dreamed of.

Blood Lad follows Staz and Fuyumi, soon joined by the spatial magician Bell and the half-werewolf Wolf, as they travel to find a magic that can bring humans back to life"
11665,Natsume Yuujinchou Shi,TV,Manga,13,Finished Airing,False,2012-01-03,2012-03-27,24 min per ep,PG-13 - Teens 13 or older,8.63,117699,93,1060,266033,2115,winter,2012,Brain's Base,TV Tokyo|Aniplex|Nihon Ad Systems|Hakusensha|Sony Music Entertainment,NIS America,Slice of Life|Supernatural,Iyashikei|Mythology,Shoujo,"Takashi Natsume, the timid youkai expert and master of the Book of Friends, continues his journey towards self-understanding and acceptance with the help of friends both new and old. His most important ally is still his gluttonous and sake-loving bodyguard, the arrogant but fiercely protective wolf spirit Madara—or Nyanko-sensei, as Madara is called when in his usual disguise of an unassuming, pudgy cat.

Natsume, while briefly separated from Nyanko-sensei, is ambushed and kidnapped by a strange group of masked, monkey-like youkai, who have spirited him away to their forest as they desperately search for the Book of Friends. Realizing that his ""servant"" has been taken out from right under his nose, Nyanko-sensei enlists the help of Natsume's youkai friends and mounts a rescue operation. However, the forest of the monkey spirits holds many dangerous enemies, including the Matoba Clan, Natsume's old nemesis.

Stretching from the formidable hideout of the Matoba to Natsume's own childhood"
11703,Code:Breaker,TV,Manga,13,Finished Airing,False,2012-10-07,2012-12-23,24 min per ep,R - 17+ (violence & profanity),6.71,168375,6691,771,354567,700,fall,2012,Kinema Citrus,Bandai Visual|Lantis|Kodansha|Memory-Tech|Bushiroad|Fonishia,Funimation,Action,School|Super Power,Shounen,"Although cheerful and delicate, Sakura Sakurakouji is a skilled martial artist with a sense of fairness that never falters—no matter the situation. Upon witnessing people burning in blue flames while on a bus ride home, she calls the police to bring their murderer to justice only to find that no evidence remains. However, all her doubts about what she saw vanish when the next day, the new transfer student Rei Oogami joins her class; he is the very boy she watched commit murder in cold blood.

Rei is kind, sweet, and quickly becomes popular, contradicting Sakura's accusations. Soon enough, she learns his true nature: a Code Breaker, or ""one who does not exist."" To Sakura's shock, Rei—armed with mysterious powers—seeks to exact justice according to the principle of ""an eye for an eye."" Determined to bring Rei to the right path, Sakura keeps close to him in the hopes of redeeming him from his ways before others are hurt.

[Written by MAL Rewrite]"
11761,Medaka Box,TV,Manga,12,Finished Airing,False,2012-04-05,2012-06-21,24 min per ep,PG-13 - Teens 13 or older,7.01,115197,4932,1011,277579,509,spring,2012,Gainax,TV Tokyo|Lantis|Media Factory|Hakoniwa Academy Student Council,Sentai Filmworks,Action|Comedy|Ecchi,Martial Arts|School|Super Power,Shounen,"Medaka Kurokami is, in the truest sense of the word, perfect. Beautiful, intelligent, and athletic, Medaka's dream is to make others happy. So when she runs for Student Council President of the prestigious Hakoniwa Academy, winning the election with 98% of the votes is only to be expected. 

The very first thing the boisterous new president does is set up the ""Medaka Box,"" a suggestion box allowing students to submit any kind of request for assistance. Together with the cynical Zenkichi Hitoyoshi, her childhood friend who has been strong-armed into helping, Medaka fulfills these requests at a ridiculous rate. For every job completed, she adds flowers to the student council room, with the aim of filling the entire school. However, the two are about to find out that helping others may be a lot harder than they think as they begin to uncover a devastating plan centering on the academy and even Medaka herself!

[Written by MAL Rewrite]"
11837,Zetman,TV,Manga,13,Finished Airing,False,2012-04-03,2012-06-26,24 min per ep,R+ - Mild Nudity,6.83,64698,5986,1814,145860,301,spring,2012,TMS Entertainment,TV Asahi|Asatsu DK|YTV|TOHO|Sakura Create|TMS Music,VIZ Media|NYAV Post,Action|Drama|Horror|Romance|Sci-Fi,Gore|Super Power,Seinen,"The story starts off with a face-off between two rival heroes, ZET and ALPHAS, and then traces their origins - Jin Kanzaki, a young man with the ability to transform into a superhuman being known as ZET, and Kouga Amagi, a young man with a strong sense of justice who uses technology to fight as ALPHAS.

The fates of these two men and those around them intertwine as they fight to protect mankind and destroy monstrous abominations known as Players.

(Source: ytv ENGLISH)"
12031,Kingdom,TV,Manga,38,Finished Airing,False,2012-06-04,2013-02-25,25 min per ep,R - 17+ (violence & profanity),7.87,90545,1003,1077,260645,2357,summer,2012,Studio Pierrot,NHK|Sogo Vision,Funimation,Action,Historical|Military,Seinen,"China’s Warring States period, a raging dragon that would raze the land for 500 years, saw many kingdoms rise and fall, making way for the next generation of kings and generals to fight for supremacy. Eventually, seven powerful states emerged from the endless cycle of warfare.

In the kingdom of Qin, Xin, a war-orphaned slave, trains vigorously with fellow slave and best friend, Piao, who shares his proud dream of one day becoming a Great General of the Heavens. However, the two are suddenly forced to part ways when Piao is recruited to work in the royal palace by a retainer of the King.

After a fierce coup d'état unfolds, Piao returns to Xin, half dead, with a mission that will lead him to a meeting with China's young King, Ying Zheng, who bears a striking resemblance to Piao. Kingdom follows Xin as he takes his first steps into the great blood-soaked pages of China's history. He must carve his own path to glory on his long quest to become a Great General of the historic Seven Warrin"
12413,Jormungand,TV,Manga,12,Finished Airing,False,2012-04-11,2012-06-27,24 min per ep,R+ - Mild Nudity,7.79,163209,1184,680,397114,3311,spring,2012,White Fox,Geneon Universal Entertainment|Shogakukan-Shueisha Productions,Funimation,Action|Adventure,Adult Cast|Military|Organized Crime,Seinen,"Brought up in a conflict-ridden environment, child soldier Jonathan ""Jonah"" Mar hates weapons and those who deal them. But when Koko Hekmatyar, an international arms dealer, takes on Jonah as one of her bodyguards, he has little choice but to take up arms. Along with Koko's other bodyguards, composed mostly of former special-ops soldiers, Jonah is now tasked with protecting Koko and her overly idealistic goal of world peace from the countless dangers that come from her line of work.

Jormungand follows Koko, Jonah, and the rest of crew as they travel the world selling weapons under the international shipping company HCLI. As Koko's work is illegal under international law, she is forced to constantly sidestep both local and international authorities while doing business with armies, private militaries, and militias. With the CIA always hot on her trail, and assassins around every corner, Jonah and the crew must guard Koko and her dream of world peace with their lives or die trying.

[Wr"
12431,Uchuu Kyoudai,TV,Manga,99,Finished Airing,False,2012-04-01,2014-03-22,24 min per ep,PG-13 - Teens 13 or older,8.48,56136,175,1324,210654,3947,spring,2012,A-1 Pictures,Yomiuri Telecasting|Trinity Sound,Sentai Filmworks,Comedy,Adult Cast|Space|Workplace,Seinen,"On a fateful summer night in 2006, Mutta Nanba and his younger brother Hibito witness what they believe to be a UFO flying toward the Moon. This impressing and unusual phenomenon leads both siblings vowing to become astronauts, with Hibito aiming for the Moon and Mutta, convinced that the eldest brother has to be one step ahead, for Mars.

Now an adult, life hasn't turned out how Mutta had pictured it: he is diligently working in an automotive company, whereas Hibito is on his way to be the very first Japanese man to step on the Moon. However, after losing his job, Mutta is presented with an unexpected opportunity to catch up to his younger brother when the Japanese Aerospace Exploration Agency, commonly known as JAXA, accepts his application to participate in the next astronaut selection. Despite self-doubts about his prospects, Mutta is unwilling to waste this chance of a lifetime, and thus embarks on an ambitious journey to fulfill the promise made 19 years ago.

[Written by MAL Rew"
12445,Tasogare Otome x Amnesia,TV,Manga,12,Finished Airing,False,2012-04-09,2012-06-25,23 min per ep,R - 17+ (violence & profanity),7.82,204946,1121,590,448973,4902,spring,2012,SILVER LINK.,Square Enix|Media Factory,Sentai Filmworks,Horror|Mystery|Romance|Supernatural,School,Shounen,"Seikyou Private Academy, built on the intrigue of traditional occult myths, bears a dark past—for 60 years, it has been haunted by a ghost known as Yuuko, a young woman who mysteriously died in the basement of the old school building. With no memory of her life or death, Yuuko discreetly finds and heads the Paranormal Investigations Club in search of answers.

A chance meeting leads Yuuko to cling to diligent freshman Teiichi Niiya, who can see the quirky ghost. They quickly grow close, and he decides to help her. Along with Kirie Kanoe, Yuuko's relative, and the oblivious second year Momoe Okonogi, they delve deep into the infamous Seven Mysteries of the storied school.

[Written by MAL Rewrite]"
12461,Hiiro no Kakera,TV,Visual novel,13,Finished Airing,False,2012-04-01,2012-06-24,24 min per ep,PG-13 - Teens 13 or older,6.71,48352,6704,2134,118870,415,spring,2012,Studio Deen,Bandai Visual|Yomiuri Telecasting|Lantis|Kids Station|Movic|DAX Production|Yomiuri TV Enterprise,Sentai Filmworks,Romance|Supernatural,Reverse Harem,Josei,"Gods and ghosts only exist in fairy tales, right? That's the impression that high school girl Tamki Kasuga has before she goes to live with her grandmother in the remote village of Kifumura. After being attacked by strange creatures upon her arrival, she is soon informed that females in her family contain the blood of the Tamayori Princess, who has the responsibility and power of keeping gods and ghosts sealed away so that they can't harm the general public. At first Tamaki has trouble believing this, but having five beautiful young men following her everywhere she goes acting as her guardians goes a long way towards convincing her.

There's more to this job than Tamaki first realizes, however, and the path that lies ahead of her is fraught with peril and danger. Will she be able to successfully take on the heavy role that has been put on her shoulders?"
12467,Nazo no Kanojo X,TV,Manga,13,Finished Airing,False,2012-04-08,2012-07-01,24 min per ep,PG-13 - Teens 13 or older,7.23,162575,3647,766,355767,3600,spring,2012,Hoods Entertainment,Starchild Records|Yomiko Advertising|Kodansha|Atelier Musa,Sentai Filmworks,Romance,School,Seinen,"First encounters are always memorable because regardless of the outcome, new experiences are sure to happen. For Akira Tsubaki, a young boy who knows next to nothing about girls, and new transfer student Mikoto Urabe, a mysterious girl who wears a cold facade, their first encounter takes a turn for the romantic.

Through a series of strange events, Tsubaki suddenly falls in love with Urabe, and together they develop a curious bond. Thus begins the romance and mystery of Urabe, a girl who seems to have a unique way of expressing her emotions.

[Written by MAL Rewrite]"
12531,Sakamichi no Apollon,TV,Manga,12,Finished Airing,False,2012-04-13,2012-06-29,22 min per ep,PG-13 - Teens 13 or older,8.29,182659,337,646,415647,7336,spring,2012,Tezuka Productions|MAPPA,Dentsu|Fuji TV|TOHO|DAX Production|Sony Music Entertainment,Sentai Filmworks,Drama|Romance,Historical|Love Polygon|Music|School,Josei,"Introverted classical pianist and top student Kaoru Nishimi has just arrived in Kyushu for his first year of high school. Having constantly moved from place to place since his childhood, he abandons all hope of fitting in, preparing himself for another lonely, meaningless year. That is, until he encounters the notorious delinquent Sentarou Kawabuchi.

Sentarou's immeasurable love for jazz music inspires Kaoru to learn more about the genre, and as a result, he slowly starts to break out of his shell, making his very first friend. Kaoru begins playing the piano at after-school jazz sessions, located in the basement of fellow student Ritsuko Mukae's family-owned record shop. As he discovers the immense joy of using his musical talents to bring enjoyment to himself and others, Kaoru's summer might just crescendo into one that he will remember forever.

Sakamichi no Apollon is a heartwarming story of friendship, music, and love that follows three unique individuals brought together by their"
12679,Joshiraku,TV,Manga,13,Finished Airing,False,2012-07-06,2012-09-28,24 min per ep,PG-13 - Teens 13 or older,7.45,52249,2412,1436,192922,780,summer,2012,J.C.Staff,Starchild Records|Mainichi Broadcasting System|Kodansha|KlockWorx,Maiden Japan,Comedy,Adult Cast|Gag Humor|Parody|Performing Arts,Shounen,"Joshiraku follows the conversations of five rakugo storyteller girls relating the odd things that happen to them each day. Their comedic and satirical chatting covers all kinds of topics, from pointless observations of everyday life, to politics, manga, and more. Each girl has something new to add to the discussion, and the discourse never ends in the same place it began.

Each of the rakugo girls has their own unique personality, with the energetic but immature Marii Buratei; the seemingly cute Kigurumi Haroukitei; the inherently lucky and carefree Tetora Bouhatei; the calm and violent Gankyou Kuurubiyuutei; and the pessimistic and unstable Kukuru Anrakutei. These girls—and their mysterious friend in a wrestling mask—give their observations to the audience, either backstage at the rakugo theater or in various famous locations around Tokyo.

[Written by MAL Rewrite]"
12711,Uta no☆Prince-sama♪ Maji Love 2000%,TV,Visual novel,13,Finished Airing,False,2013-04-04,2013-06-27,25 min per ep,PG-13 - Teens 13 or older,7.17,58202,4034,2148,117735,541,spring,2013,A-1 Pictures,Broccoli|Movic|Dwango|Showgate|King Records,Sentai Filmworks,Comedy|Romance,Idols (Male)|Music|Reverse Harem|School,Josei,"Entering her Master's course, Nanami Haruka is facing an even more difficult time. And she isn't the only one. The main six members of Starish are assigned new seniors to watch over them! But the seniors aren't having the best attitudes about it. 

Watch Uta no☆Prince-sama♪ Maji Love 2000% and find yourself completely engaged in a whole new adventure mixed in with comedy and romance!"
12979,Naruto SD: Rock Lee no Seishun Full-Power Ninden,TV,Manga,51,Finished Airing,False,2012-04-03,2013-03-26,24 min per ep,PG-13 - Teens 13 or older,7.18,53328,3939,2274,107409,318,spring,2012,Studio Pierrot,TV Tokyo|Shueisha,VIZ Media,Action|Comedy,Parody,Shounen,"The competitive shinobi world has proven to be challenging for Rock Lee, who lacks the typically required abilities. To compensate for this handicap, the young ninja tenaciously endures severe training to hone his hand-to-hand combat skills. Whenever necessary, he also resorts to creative fighting techniques. With the constant support of his teammates Neji Hyuuga and Tenten, Lee readily embraces daring adventures as opportunities to advance on his path toward excellence.

[Written by MAL Rewrite]"
13203,Lupin the Third: Mine Fujiko to Iu Onna,TV,Manga,13,Finished Airing,False,2012-04-05,2012-06-28,22 min per ep,R+ - Mild Nudity,7.78,25894,1220,2964,70429,525,spring,2012,TMS Entertainment,Tohokushinsha Film Corporation|Po10tial|Nippon Television Network,Funimation|Discotek Media,Action|Adventure|Award Winning|Comedy|Ecchi,Adult Cast|Samurai,Seinen,"Many people are falling prey to a suspicious new religion. Lupin III infiltrates this group, hoping to steal the treasure their leader keeps hidden. There he lays eyes on the beautiful, bewitching woman who has the leader enthralled. This is the story of how fashionable female thief Fujiko Mine first met Lupin III, the greatest thief of his generation.

(Source: ANN)"
13331,Jormungand: Perfect Order,TV,Manga,12,Finished Airing,False,2012-10-10,2012-12-26,24 min per ep,R+ - Mild Nudity,7.89,111620,948,1335,208895,774,fall,2012,White Fox,Geneon Universal Entertainment|Shogakukan-Shueisha Productions|Half H.P Studio,Funimation,Action|Adventure,Adult Cast|Military|Organized Crime,Seinen,"Still in pursuit of her ambitious goal, ingenious arms dealer Koko Hekmatyar, inexpressive child soldier Jonathan “Jonah” Mar, and the rest of their squad continue their mercenary activities. From professional assassins to private militaries, the group's work constantly puts them in the face of danger. 

But internal conflicts soon arise after Renato ""R"" Socci, one of Koko's bodyguards, is revealed to be an undercover agent for ""Operation Undershaft""—a plan devised by the CIA to infiltrate HCLI and exploit Koko as a tool. Shocked by his betrayal, Koko's leadership is needed now more than ever to rally her squad and rebuild their foundation of trust before they are torn apart.

Jormungand: Perfect Order follows Koko and the rest of her crew as they take on persistent adversaries, overcome internal struggles, and make Koko's vision of world peace a reality—where everything is in perfect order.

[Written by MAL Rewrite]"
13535,Binbougami ga!,TV,Manga,13,Finished Airing,False,2012-07-05,2012-09-27,23 min per ep,PG-13 - Teens 13 or older,7.66,116541,1550,1128,248875,1251,summer,2012,Sunrise,TV Tokyo|Bandai Visual|Dentsu|Trinity Sound|Sony Music Entertainment|Shueisha,Funimation,Comedy|Supernatural,Gag Humor|Parody,Shounen,"Ichiko Sakura lives life on easy mode. Blessed with good fortune, she has everything she has ever wanted, including beauty, intelligence, and wealth. Momiji Binboda is a goddess of poverty. In stark contrast to Ichiko, she is cursed with misfortune, such as a perpetual cast on her arm, a flat chest, and a box under a bridge for a home.

Their lives collide when Momiji lives up to her title and delivers some unfortunate news to Ichiko: her large amount of luck is due to her subconsciously draining the luck from those around her! Momiji has been tasked with stealing back Ichiko's fortune before she leaves everyone without enough luck to even survive. But Ichiko, with the help of the wandering monk Bobby Statice, manages to fight off the poverty goddess. This defeat forces the goddess to enlist reinforcements in the form of Kumagai, her teddy bear familiar, and the masochistic dog god, Momoo Inugami.

Insanity ensues as Ichiko's quiet life is replaced with daily battles for her fortune. T"
13585,Natsuyuki Rendezvous,TV,Manga,11,Finished Airing,False,2012-07-06,2012-09-14,23 min per ep,PG-13 - Teens 13 or older,7.26,34581,3440,2568,88855,276,summer,2012,Doga Kobo,Dentsu|Fuji TV|TOHO|Sony Music Entertainment|Shodensha,Sentai Filmworks,Drama|Romance|Supernatural,Adult Cast,Josei,"Ryousuke Hazuki is a young man whose heart has been stolen away, stopping by the local floral shop daily in order to catch a glimpse of the beautiful Rokka Shimao, the shop's owner. In hopes of getting close to her, he decides to get a part-time job at the shop, but before he is able to make his move, he runs into a major roadblock: in her apartment dwells a ghost who claims to be Rokka's deceased husband.

Atsushi Shimao has quietly watched over his widowed wife ever since he passed three years ago. However, Hazuki is the first person to ever notice him, and the two quickly find themselves at odds: the jealous Shimao attempts to thwart the suitor's advances and possess his body, while Hazuki simply wants the ghost to pass on for good, allowing Rokka to move on from the past and him to be with the one he loves. As both men refuse to let go of their desires, an unusual relationship forms between a troubled woman, an unrelenting ghost, and a stubborn man in love.

[Written by MAL Rewrite"
13663,To LOVE-Ru Darkness,TV,Manga,12,Finished Airing,False,2012-10-06,2012-12-29,23 min per ep,R+ - Mild Nudity,7.4,210763,2670,688,393950,2172,fall,2012,Xebec,Geneon Universal Entertainment|Magic Capsule|Shueisha,Sentai Filmworks,Comedy|Romance|Sci-Fi|Ecchi,Harem|School,Shounen,"As close encounters of the twisted kind between the residents of the planet Deviluke (represented primarily by the female members of the royal family) and the inhabitants of Earth (represented mainly by one very exhausted Rito Yuuki) continue to escalate, the situation spirals even further out of control. When junior princesses Nana and Momo transferred into Earth School where big sister Lala can (theoretically) keep an eye on them, things SHOULD be smooth sailing. But when Momo decides she'd like to ""supplement"" Rito's relationship with Lala with a little ""sisterly love,"" you know Lala's not going to waste any time splitting harems. Unfortunately, it's just about that point that Yami, the Golden Darkness, enters the scene with all the subtleness of a supernova, along with an army of possessed high school students! All of which is certain to make Rito's life suck more than a black hole at the family picnic. Unless, of course, a certain semi-demonic princess can apply a little of her De"
14075,Zetsuen no Tempest,TV,Manga,24,Finished Airing,False,2012-10-05,2013-03-29,24 min per ep,PG-13 - Teens 13 or older,7.89,270489,966,399,625877,6553,fall,2012,Bones,Aniplex|Dentsu|Square Enix|Mainichi Broadcasting System|Yahoo! Japan,Aniplex of America,Action|Drama|Fantasy|Mystery,Psychological|Urban Fantasy,Shounen,"Yoshino Takigawa, an ordinary teenager, is secretly dating his best friend Mahiro Fuwa's younger sister, Aika. But when Aika mysteriously dies, Mahiro disappears, vowing to find the one responsible and make them pay for murdering his beloved sister. Yoshino continues his life as usual and has not heard from Mahiro in a month—until he is confronted by a strange girl who holds him at gunpoint, and his best friend arrives in the nick of time to save him.

Yoshino learns that Mahiro has enlisted the help of a witch named Hakaze Kusaribe to find Aika's killer. However, the witch has been banished to a deserted island due to infighting within her clan. Hakaze's brother, Samon, selfishly desires to make use of the Tree of Exodus' power, in spite of both his sister's opposition and the impending peril to the world. With Hakaze out of the picture, it is now up to Yoshino and Mahiro to help her save the world, all while inching ever closer to the truth behind Aika's death.

[Written by MAL Rewri"
